CMPNY_NO,EQP_GOUP_NO,EQP_SN,SENSOR_NO,SENSOR_NM,DATA_01,DATA_02,DATA_03,REGIST_DT,DATA_DESC,PRODUCT_NM,SPEED
**********01,**********05,3,SS0000000017,템퍼링 3호_템퍼1존(3존),0.09497957641238541,0.9864195097591029,0.36973679223445055,0.23176141005252093,,0.13245327903223636,0.9375346599092013
**********01,**********05,6,SS0000000012,템퍼링 4호_템퍼1존(1존),0.19932505724901795,0.5930409146248271,0.030497325388125884,0.30889400243939547,,0.6932294593763784,0.5690395383763076
**********01,**********05,3,SS0000000024,템퍼링 4호_템퍼1존(2존),0.5857308331627468,0.24663340353458552,0.7388747512545579,0.8878776847003483,,0.7344382732695585,0.26614895502675573
**********01,**********05,9,SS0000000010,템퍼링 4호_템퍼1존(3존),0.07030172382577515,0.9864325976878767,0.5274718576864569,0.45437807604540614,,0.14104230789460692,0.9324561382610241
**********01,**********05,9,SS0000000046,템퍼링 4호_템퍼1존(4존),0.8564399064622107,0.7008687279546354,0.06272777565707155,0.5405502498151847,,0.2261536843435571,0.6005934429679446
**********01,**********05,3,SS0000000020,템퍼링 4호_템퍼1존(5존),0.8624554174569822,0.8761292554742959,0.059388302761896106,0.00832634493398432,,0.8134902320882942,0.5441133977215162
**********01,**********05,3,SS0000000002,템퍼링 4호_템퍼1존(6존),0.20039636279462902,0.27704254450903043,0.8618991419396128,0.6726087212387232,,0.07045570246783406,0.45765714853053674
**********01,**********05,9,SS0000000009,템퍼링 1호_템퍼1존(1존),0.7200556270989574,0.6682918348160785,0.56499483576482,0.7558945961124194,,0.5905034977182857,0.1459099759367315
**********01,**********05,6,SS0000000044,템퍼링 1호_템퍼1존(2존),0.7761078630840544,0.3357298360177001,0.4185101581116162,0.7623335376433321,,0.08551950472520875,0.9305506470829352
**********01,**********05,9,SS0000000003,템퍼링 1호_템퍼1존(3존),0.7181207077798124,0.6924336623273053,0.4935167023790784,0.7285458593412232,,0.5893563823723517,0.6607387484797048
**********01,**********05,3,SS0000000042,템퍼링 1호_템퍼1존(4존),0.9481831225304894,0.1628562059208315,0.32454584977843093,0.279913701864009,,0.42269686689240904,0.4071178522659795
**********01,**********05,9,SS0000000023,템퍼링 2호_템퍼1존(1존),0.5034465188952669,0.4374603127615705,0.9656094929131517,0.43687621099492013,,0.8298797314039794,0.8184406679001108
**********01,**********05,6,SS0000000034,템퍼링 2호_템퍼1존(2존),0.25151868963344903,0.9277737023051253,0.6246904805851474,0.27691119321753654,,0.4248974120213338,0.9362940783736735
**********01,**********05,6,SS0000000036,템퍼링 2호_템퍼1존(3존),0.9010314353695424,0.39446081240634256,0.18447257173574028,0.5456228067799929,,0.7295551585761189,0.8358407162000483
**********01,**********05,6,SS0000000024,템퍼링 2호_템퍼1존(4존),0.296974169118843,0.6689200847069005,0.11318638913839507,0.041607993289109246,,0.7595980921562855,0.6251924322784591
**********01,**********05,3,SS0000000048,템퍼링 2호_템퍼1존(5존),0.48249803626320653,0.4145084062360992,0.5169808252062973,0.3467514400747278,,0.24040366104086397,0.5200089935386506
**********01,**********05,3,SS0000000020,템퍼링 2호_템퍼1존(6존),0.9329572854773074,0.9150847858279659,0.15726101050062302,0.7779280596905682,,0.7747738675939211,0.6952971525536688
**********01,**********05,6,SS0000000016,템퍼링 3호_템퍼1존(1존),0.5148186152298262,0.7051531411831056,0.1660835923013506,0.15528697437295402,,0.7748370305158656,0.9451671681901261
**********01,**********05,6,SS0000000019,템퍼링 3호_템퍼1존(2존),0.6311465970996868,0.126785957491506,0.42234891265252517,0.6182841992336198,,0.9701655379234243,0.5653818629223423
**********01,**********05,6,SS0000000009,템퍼링 3호_템퍼1존(3존),0.38118553827897284,0.21315626411575117,0.215709143867725,0.052786606036762884,,0.31036842597084724,0.6021912055242303
**********01,**********05,3,SS0000000009,템퍼링 4호_템퍼1존(1존),0.667715957519979,0.21738180706192778,0.5754013176071645,0.6894273095789846,,0.21034265945350583,0.9070049850126075
**********01,**********05,3,SS0000000026,템퍼링 4호_템퍼1존(2존),0.7708908241338787,0.3601746085139288,0.30553655566486193,0.13526335066349426,,0.4955682474894173,0.8490533451640183
**********01,**********05,9,SS0000000040,템퍼링 4호_템퍼1존(3존),0.7300521823938401,0.19316630385264555,0.07597572447068279,0.06365697286853622,,0.6660171797290542,0.719688996467584
**********01,**********05,9,SS0000000047,템퍼링 4호_템퍼1존(4존),0.2564807613704204,0.4197166325883911,0.7150527542472104,0.6584563681967358,,0.9437777196055942,0.5302052515217937
**********01,**********05,6,SS0000000018,템퍼링 4호_템퍼1존(5존),0.37041755496114404,0.880794142160084,0.7130708705504302,0.4936509666130713,,0.587922971742789,0.1866397979738149
**********01,**********05,3,SS0000000038,템퍼링 4호_템퍼1존(6존),0.18736028702355545,0.23521896000368703,0.13038602181669912,0.07171471257156381,,0.7546727700163827,0.17432691801014633
**********01,**********05,3,SS0000000029,템퍼링 1호_템퍼1존(1존),0.5195066815579258,0.21541131372500777,0.7428884442579444,0.01924079565932768,,0.9157732612452917,0.0977886157068496
**********01,**********05,3,SS0000000030,템퍼링 1호_템퍼1존(2존),0.3558477131981914,0.8768998210469895,0.6031336120788139,0.10472454852952462,,0.4405066949252259,0.7122227263590034
**********01,**********05,9,SS0000000043,템퍼링 1호_템퍼1존(3존),0.4159772320242644,0.6757896587968802,0.17002868623855039,0.5252785285120918,,0.6018042874043722,0.1719950591155318
**********01,**********05,9,SS0000000012,템퍼링 1호_템퍼1존(4존),0.008041705085496398,0.2683142943396519,0.6646097989467371,0.9201552441101288,,0.009883301265393052,0.7130213755911627
**********01,**********05,9,SS0000000021,템퍼링 2호_템퍼1존(1존),0.24608755320358056,0.2547220384989872,0.5784458793642885,0.0027381570234263908,,0.17688868800187885,0.3810422403305178
**********01,**********05,6,SS0000000023,템퍼링 2호_템퍼1존(2존),0.5124509321766174,0.4058252071263656,0.44871295500572284,0.46046565802339934,,0.3553234908448759,0.42959247121949296
**********01,**********05,3,SS0000000013,템퍼링 2호_템퍼1존(3존),0.8390907746624057,0.2677407408203931,0.07574828212497231,0.3243529675373297,,0.026769030407457817,0.5630597797945877
**********01,**********05,6,SS0000000001,템퍼링 2호_템퍼1존(4존),0.5599573360002111,0.7573053316394281,0.8048289246249961,0.4041955425474887,,0.2641594995031481,0.0615030114695827
**********01,**********05,6,SS0000000006,템퍼링 2호_템퍼1존(5존),0.5042583535338256,0.9261019079143813,0.5653402255409626,0.5015757054411514,,0.45684877278324354,0.9256553575287794
**********01,**********05,3,SS0000000030,템퍼링 2호_템퍼1존(6존),0.853664609570102,0.8524076618864407,0.9347139013968846,0.04261221818271543,,0.00343791037285468,0.3807249297968732
**********01,**********05,3,SS0000000034,템퍼링 3호_템퍼1존(1존),0.41871969962195654,0.008255529667565265,0.949503444811131,0.5504242051424413,,0.5771183373486367,0.2529346150632642
**********01,**********05,9,SS0000000041,템퍼링 3호_템퍼1존(2존),0.7824037998923461,0.2496076288957595,0.23397029406822012,0.9519234148503035,,0.7374222265291573,0.6968131029769112
**********01,**********05,3,SS0000000007,템퍼링 3호_템퍼1존(3존),0.5436630708437256,0.2579891013296848,0.7941186565820889,0.4168266743539516,,0.14341823915957852,0.17751224792314324
**********01,**********05,6,SS0000000008,템퍼링 4호_템퍼1존(1존),0.3693855351447033,0.45303416709660793,0.4540691240761522,0.3077090035884211,,0.2559147828429348,0.6414436652390616
**********01,**********05,9,SS0000000029,템퍼링 4호_템퍼1존(2존),0.5492410800600118,0.2897814952707126,0.8758855891709516,0.21367221099651101,,0.5460014941372922,0.6157228860432533
**********01,**********05,6,SS0000000037,템퍼링 4호_템퍼1존(3존),0.018690397299759298,0.812545238809838,0.5133570276146455,0.4624675740472778,,0.057195441170879935,0.48975842300360717
**********01,**********05,9,SS0000000041,템퍼링 4호_템퍼1존(4존),0.40822363481356927,0.8905139954897316,0.7313184888790014,0.31555184814533777,,0.352413823182372,0.16524494973587045
**********01,**********05,6,SS0000000014,템퍼링 4호_템퍼1존(5존),0.4079891308190454,0.3210266302386259,0.5305600964742435,0.7731666327834732,,0.5202566973170667,0.9457306230917775
**********01,**********05,3,SS0000000027,템퍼링 4호_템퍼1존(6존),0.9295983517555918,0.9812467756780557,0.017105722639190968,0.8672780445194406,,0.21343710224099866,0.9645076395518337
**********01,**********05,6,SS0000000015,템퍼링 1호_템퍼1존(1존),0.7531666441525695,0.008824361772948097,0.8275627607408829,0.11950297647220087,,0.3746469415656858,0.5073249964243222
**********01,**********05,6,SS0000000009,템퍼링 1호_템퍼1존(2존),0.46228422094585053,0.3165022066173846,0.35594453084818434,0.8849005465389992,,0.16392227222162514,0.41634417055979134
**********01,**********05,9,SS0000000011,템퍼링 1호_템퍼1존(3존),0.4509019886721377,0.7909935395883153,0.6618913563641381,0.3347273587348887,,0.06051986232230677,0.877744098390575
**********01,**********05,3,SS0000000004,템퍼링 1호_템퍼1존(4존),0.9138393617547227,0.21376445716889692,0.4913006543941525,0.845138989002463,,0.10707983914006636,0.39520875729002214
**********01,**********05,9,SS0000000046,템퍼링 2호_템퍼1존(1존),0.32349956854138073,0.6987355067915495,0.6351069033090192,0.0846724950140667,,0.7814497875644946,0.6419265247861344
**********01,**********05,9,SS0000000021,템퍼링 2호_템퍼1존(2존),0.17202531428649115,0.9565343166911235,0.6520863841069526,0.22529390015199335,,0.6181523501544355,0.22209277622222012
**********01,**********05,9,SS0000000026,템퍼링 2호_템퍼1존(3존),0.975548945984551,0.9454396185809901,0.1575876098375093,0.9033159729640711,,0.5400253818096548,0.1108772192335884
**********01,**********05,6,SS0000000047,템퍼링 2호_템퍼1존(4존),0.8772961477210448,0.5889984123741762,0.47728693561431823,0.32596680710776194,,0.16013809297081882,0.07820912123406054
**********01,**********05,6,SS0000000001,템퍼링 2호_템퍼1존(5존),0.7719410182420314,0.7110829565429037,0.19475597310807058,0.4504367900900036,,0.15073931546072417,0.22908661025207244
**********01,**********05,3,SS0000000047,템퍼링 2호_템퍼1존(6존),0.3362951691886722,0.8405281993201766,0.22717275735625075,0.6466642320499473,,0.6012030087559864,0.640633350644875
**********01,**********05,9,SS0000000016,템퍼링 3호_템퍼1존(1존),0.7186660111780392,0.9744493685771746,0.8148343643277862,0.8089335199427007,,0.4083853379856922,0.44916407089299015
**********01,**********05,9,SS0000000007,템퍼링 3호_템퍼1존(2존),0.1457534490365282,0.7561113645391682,0.486239894260183,0.2339392921190211,,0.200213192872579,0.2208700872631707
**********01,**********05,3,SS0000000021,템퍼링 3호_템퍼1존(3존),0.8208357429426985,0.6106383194839278,0.010034265072611404,0.4225185956788302,,0.14510719777293268,0.6446784261926157
**********01,**********05,3,SS0000000020,템퍼링 4호_템퍼1존(1존),0.03387176387019519,0.029095683191230792,0.3955750474014408,0.9711113711924001,,0.8512958189836504,0.6086501238955483
**********01,**********05,3,SS0000000020,템퍼링 4호_템퍼1존(2존),0.3937310914246268,0.4460966383299194,0.8729906513642901,0.546729009500523,,0.6261428741066852,0.4987156573657322
**********01,**********05,9,SS0000000049,템퍼링 4호_템퍼1존(3존),0.34568812180129105,0.13473512211881478,0.6665138488128324,0.035828216235330945,,0.28550876195786257,0.9815895550053061
**********01,**********05,6,SS0000000025,템퍼링 4호_템퍼1존(4존),0.67745730437416,0.17811526903679165,0.8702552447918385,0.06028206627568411,,0.17508686064749457,0.40616312216458783
**********01,**********05,3,SS0000000017,템퍼링 4호_템퍼1존(5존),0.3697654436142652,0.4996674151337859,0.9012477907879718,0.4261971919145662,,0.5179370936872228,0.7135096294405179
**********01,**********05,9,SS0000000039,템퍼링 4호_템퍼1존(6존),0.39532049439389627,0.5770054985839934,0.8529859996200654,0.19551276946001017,,0.3324433635477173,0.3711987975931388
**********01,**********05,6,SS0000000049,템퍼링 1호_템퍼1존(1존),0.0683215786309126,0.2761436193371132,0.4731988774338085,0.28588351722185135,,0.19408577589785092,0.7208568237210201
**********01,**********05,9,SS0000000013,템퍼링 1호_템퍼1존(2존),0.5001999110620842,0.7382134411163477,0.7808679002820462,0.9721096341335212,,0.6573963285519537,0.14468160043150546
**********01,**********05,9,SS0000000040,템퍼링 1호_템퍼1존(3존),0.25608101221691726,0.19218339604510037,0.678787033596077,0.12354888484186954,,0.2052648872839431,0.8325524967508676
**********01,**********05,6,SS0000000028,템퍼링 1호_템퍼1존(4존),0.18338732949412007,0.8925580541369744,0.8115071071666677,0.23633244385481156,,0.22056312081863583,0.39822932695126356
**********01,**********05,9,SS0000000012,템퍼링 2호_템퍼1존(1존),0.9374184750936956,0.6627154066038748,0.9958478179264352,0.9520442138746937,,0.38946361136392804,0.4847497556249206
**********01,**********05,3,SS0000000006,템퍼링 2호_템퍼1존(2존),0.5617287689755096,0.8677109289475595,0.008974160408535159,0.05391045215611168,,0.6303909275465629,0.2752476485780391
**********01,**********05,6,SS0000000003,템퍼링 2호_템퍼1존(3존),0.7691714849687996,0.10989782887105393,0.3038081165201001,0.8273989883367744,,0.2711771388390999,0.049553223791312884
**********01,**********05,3,SS0000000042,템퍼링 2호_템퍼1존(4존),0.17940223411905554,0.3923307371857401,0.6433991035769361,0.4426946624932755,,0.5838389745004771,0.7021700249493559
**********01,**********05,3,SS0000000013,템퍼링 2호_템퍼1존(5존),0.1532113945034944,0.21639084966369804,0.23656820185967264,0.6160037336160508,,0.36971019818269957,0.15862982646522283
**********01,**********05,9,SS0000000029,템퍼링 2호_템퍼1존(6존),0.1777969731022241,0.9483151974519382,0.7995904045385438,0.7556210011518607,,0.17171679429161468,0.5426023136220027
**********01,**********05,9,SS0000000021,템퍼링 3호_템퍼1존(1존),0.13555912761637345,0.5280644565592134,0.3540983149390329,0.2883911553768781,,0.7712637491118057,0.08154380001043593
**********01,**********05,6,SS0000000009,템퍼링 3호_템퍼1존(2존),0.43756659063201586,0.9415058903349772,0.7901265593631931,0.5921936344831136,,0.15058577411315288,0.031236555795734255
**********01,**********05,6,SS0000000037,템퍼링 3호_템퍼1존(3존),0.5153518287230283,0.14633071094740924,0.867655924686539,0.3404203653361597,,0.8851163481847535,0.1657325117710533
**********01,**********05,9,SS0000000043,템퍼링 4호_템퍼1존(1존),0.43203593066203794,0.2784449631923057,0.9291851944870742,0.9479685795032917,,0.2242726294832207,0.22794230122386472
**********01,**********05,9,SS0000000010,템퍼링 4호_템퍼1존(2존),0.9306653972603114,0.2830332146456386,0.013988332053902819,0.2462016042609324,,0.9844511315792506,0.22471305412957854
**********01,**********05,9,SS0000000039,템퍼링 4호_템퍼1존(3존),0.40024340896208943,0.534227359170326,0.16029322865358653,0.7110444899498164,,0.7888876513952625,0.39123590836602806
**********01,**********05,3,SS0000000035,템퍼링 4호_템퍼1존(4존),0.26703183342834913,0.6985119821112094,0.4508368034608926,0.9743920323853777,,0.02622734755892009,0.4078809068208741
**********01,**********05,6,SS0000000009,템퍼링 4호_템퍼1존(5존),0.6489672746927049,0.36202058797925885,0.06683826430268769,0.24485123192429437,,0.5164206587652264,0.723558100852915
**********01,**********05,3,SS0000000038,템퍼링 4호_템퍼1존(6존),0.6505432948775289,0.9211499282589715,0.36624826776777963,0.47991059437411143,,0.8505789558403201,0.47094099431962433
**********01,**********05,3,SS0000000009,템퍼링 1호_템퍼1존(1존),0.5667998819088805,0.30067858888131027,0.26489825197676575,0.1521343232059693,,0.5936675981005868,0.5143930946354379
**********01,**********05,3,SS0000000023,템퍼링 1호_템퍼1존(2존),0.43992745680463796,0.7862009518634125,0.052787046619490074,0.0905203750060114,,0.716502529320407,0.6654201553046377
**********01,**********05,6,SS0000000047,템퍼링 1호_템퍼1존(3존),0.9150957916829164,0.7181851088890233,0.9434606366405526,0.1953355039189515,,0.11646365136633219,0.3677455132504509
**********01,**********05,3,SS0000000020,템퍼링 1호_템퍼1존(4존),0.5248527452826817,0.6761490961034426,0.5092089123868457,0.8685810069760017,,0.9040495056214826,0.20025246360239424
**********01,**********05,9,SS0000000046,템퍼링 2호_템퍼1존(1존),0.34101424890479604,0.2325258710008179,0.15690160409914988,0.8806178652819854,,0.25172042266802264,0.7720237823964606
**********01,**********05,9,SS0000000043,템퍼링 2호_템퍼1존(2존),0.8114696896836303,0.23829573754365851,0.05339039215671837,0.9089748691152383,,0.5160405472551349,0.8743690168217166
**********01,**********05,3,SS0000000016,템퍼링 2호_템퍼1존(3존),0.9024616631156521,0.8441495186841835,0.4634060930396624,0.8808578597138773,,0.5105952327640275,0.4217241523551285
**********01,**********05,9,SS0000000037,템퍼링 2호_템퍼1존(4존),0.6608006935896705,0.060439929832598716,0.6154835125694034,0.7436845532784399,,0.24988592216534034,0.440471871276117
**********01,**********05,9,SS0000000035,템퍼링 2호_템퍼1존(5존),0.36727384162455656,0.5567571999433103,0.745571971960678,0.9407211120276734,,0.9411126808670462,0.7174035039667979
**********01,**********05,9,SS0000000035,템퍼링 2호_템퍼1존(6존),0.7938640844425933,0.3494743808206424,0.3122183295166231,0.6913591349211595,,0.7816303212777941,0.14182670872231007
**********01,**********05,6,SS0000000019,템퍼링 3호_템퍼1존(1존),0.6948562272137573,0.5933791769900313,0.5558636681621969,0.897815308799921,,0.6686263221786082,0.8604065987440987
**********01,**********05,6,SS0000000034,템퍼링 3호_템퍼1존(2존),0.42017769481107015,0.08171960396526157,0.8782840782389044,0.5828116472415265,,0.8506315721184545,0.6247552449591652
**********01,**********05,3,SS0000000024,템퍼링 3호_템퍼1존(3존),0.5285048880814001,0.5423631678161009,0.7869145725515834,0.3791301380820654,,0.6628300187516953,0.4961570160347728
**********01,**********05,3,SS0000000034,템퍼링 4호_템퍼1존(1존),0.823429285687274,0.9774480908639532,0.05448196169720687,0.5281402056301424,,0.4472093873327566,0.27010358336184714
**********01,**********05,3,SS0000000028,템퍼링 4호_템퍼1존(2존),0.8872749814917439,0.2708700270022254,0.13440874075688036,0.38624492036487146,,0.1703963472868092,0.7796023516638703
**********01,**********05,9,SS0000000013,템퍼링 4호_템퍼1존(3존),0.40756587032894465,0.045616332638584,0.2608383187934118,0.32402353875231515,,0.14436676979699326,0.6825813186729222
**********01,**********05,9,SS0000000039,템퍼링 4호_템퍼1존(4존),0.8860444214772397,0.0004878888347671362,0.4539553274763395,0.85347893835296,,0.044730251758212436,0.11528263545527428
**********01,**********05,6,SS0000000022,템퍼링 4호_템퍼1존(5존),0.09643779614282333,0.3485155570724501,0.7588510252448609,0.02132966912865575,,0.8173721060921222,0.35991454305502624
**********01,**********05,3,SS0000000034,템퍼링 4호_템퍼1존(6존),0.24416794235924066,0.8071295509835981,0.25898434570248263,0.22181274534731898,,0.3200638644477174,0.8823151099431015
**********01,**********05,6,SS0000000044,템퍼링 1호_템퍼1존(1존),0.6932751115930799,0.18498525303954594,0.4592161028306051,0.16247482842493166,,0.652018988935381,0.13474868385818672
**********01,**********05,6,SS0000000023,템퍼링 1호_템퍼1존(2존),0.22703554032778495,0.8937070008889144,0.5117446233486034,0.6332833702428652,,0.6372598492718232,0.6513775405055382
**********01,**********05,3,SS0000000037,템퍼링 1호_템퍼1존(3존),0.8578077657381203,0.46758718097848606,0.6969833962580816,0.47673684707892283,,0.1395975647073564,0.37780577780999725
**********01,**********05,6,SS0000000015,템퍼링 1호_템퍼1존(4존),0.5200951116174577,0.2827994693052901,0.6767998084995577,0.4404227159251217,,0.9626073330904554,0.6129814238730242
**********01,**********05,9,SS0000000037,템퍼링 2호_템퍼1존(1존),0.3281427561437211,0.4842635194933961,0.5600698471093866,0.8155299187329141,,0.5674671222800167,0.877495772370128
**********01,**********05,6,SS0000000026,템퍼링 2호_템퍼1존(2존),0.8645423948182239,0.8487959474449421,0.24556173259404046,0.0590689295096446,,0.600694776670351,0.29396745714480765
**********01,**********05,6,SS0000000042,템퍼링 2호_템퍼1존(3존),0.6638019203451572,0.5744545678801815,0.8016229102512752,0.643204872621722,,0.22822105277063298,0.5369792300561674
**********01,**********05,9,SS0000000044,템퍼링 2호_템퍼1존(4존),0.7952604306825524,0.533023956817043,0.7558978995250653,0.27031902421711174,,0.8943863459374749,0.8851171127343764
**********01,**********05,6,SS0000000044,템퍼링 2호_템퍼1존(5존),0.9371497172715252,0.9401558074940315,0.9111785466700015,0.9315711836446309,,0.4003051246498195,0.2448582383850404
**********01,**********05,6,SS0000000038,템퍼링 2호_템퍼1존(6존),0.15237330361982793,0.21596558108351616,0.6793738993438332,0.3008758502330373,,0.2682527057561481,0.15897425539025056
**********01,**********05,6,SS0000000027,템퍼링 3호_템퍼1존(1존),0.9119020610370545,0.8702478286063051,0.8453180874486884,0.8950913189434315,,0.709044945157011,0.9246119408766714
**********01,**********05,9,SS0000000029,템퍼링 3호_템퍼1존(2존),0.33966332200299854,0.5515774166127371,0.3229563095987792,0.9234733602072869,,0.012583544950165226,0.21052517509174706
**********01,**********05,6,SS0000000030,템퍼링 3호_템퍼1존(3존),0.36371985621215297,0.20586306929176723,0.651375481279141,0.12847139138161223,,0.6116814398285466,0.4887392398466879
**********01,**********05,9,SS0000000027,템퍼링 4호_템퍼1존(1존),0.41485490591842256,0.6979201556435896,0.6359433475255111,0.8555367704762533,,0.3367809950013183,0.14006387132322295
**********01,**********05,9,SS0000000034,템퍼링 4호_템퍼1존(2존),0.26512320997158634,0.26255553667460574,0.8064547080993031,0.7641328083606226,,0.8061521394542874,0.23277861324284133
**********01,**********05,3,SS0000000049,템퍼링 4호_템퍼1존(3존),0.3372888188174322,0.7099275025032181,0.8800236576400867,0.6167842354999784,,0.10609021594440649,0.2524328056071915
**********01,**********05,6,SS0000000048,템퍼링 4호_템퍼1존(4존),0.14414752135405806,0.6236609956998225,0.8450132837374019,0.3325283757663985,,0.8719925245966662,0.4169362125220446
**********01,**********05,3,SS0000000003,템퍼링 4호_템퍼1존(5존),0.49868880520961556,0.08649398760539884,0.8994035219086197,0.4099996141686859,,0.5014725301965623,0.5869478618592279
**********01,**********05,6,SS0000000045,템퍼링 4호_템퍼1존(6존),0.37791068839646147,0.325449354765345,0.8327225670043734,0.61239436389107,,0.3132887069656013,0.31363713827480055
**********01,**********05,9,SS0000000024,템퍼링 1호_템퍼1존(1존),0.43429473112995476,0.8800365498869346,0.746451154237011,0.4265438583044576,,0.7599815438941802,0.604878538278557
**********01,**********05,9,SS0000000006,템퍼링 1호_템퍼1존(2존),0.8452429864601272,0.3533665497312166,0.5669524855957093,0.12860898185769654,,0.009815707018030806,0.6805783386328649
**********01,**********05,3,SS0000000026,템퍼링 1호_템퍼1존(3존),0.8399732378902893,0.4943543426972632,0.026203167039013153,0.28929075062575715,,0.30565407927748334,0.6337501283913408
**********01,**********05,6,SS0000000040,템퍼링 1호_템퍼1존(4존),0.5546749968847066,0.3952057498885231,0.7062738101817426,0.2846436481599697,,0.801033520745679,0.2599385587797841
**********01,**********05,6,SS0000000006,템퍼링 2호_템퍼1존(1존),0.4383588192012732,0.40494260418467976,0.6314797094805498,0.6795348570628217,,0.9921170372428135,0.2959928366799375
**********01,**********05,3,SS0000000019,템퍼링 2호_템퍼1존(2존),0.34814926242110966,0.6098187240600706,0.7445050643731782,0.0023844906456672588,,0.8772854166367215,0.8136359799270896
**********01,**********05,3,SS0000000041,템퍼링 2호_템퍼1존(3존),0.5597740101222837,0.25339446580937186,0.3020569548182289,0.7029167975578401,,0.5717559715953604,0.6567442872103945
**********01,**********05,6,SS0000000044,템퍼링 2호_템퍼1존(4존),0.2602507391355593,0.6896482377435589,0.03786486351620666,0.6276360367076212,,0.1745813363231966,0.5654081866303451
**********01,**********05,9,SS0000000003,템퍼링 2호_템퍼1존(5존),0.2833407696423117,0.07428869712671138,0.9259546916562851,0.7114215668156956,,0.4686900067727976,0.1107841071545621
**********01,**********05,9,SS0000000012,템퍼링 2호_템퍼1존(6존),0.24314096647208194,0.3352053945535457,0.28879364114512773,0.3576075470129959,,0.10561176376025272,0.5246738804061861
**********01,**********05,3,SS0000000002,템퍼링 3호_템퍼1존(1존),0.9404535583684657,0.923859479455692,0.39393705015636293,0.7151812120161489,,0.017907541868242283,0.018122084012235473
**********01,**********05,6,SS0000000017,템퍼링 3호_템퍼1존(2존),0.6622952118938203,0.8807926731134968,0.7070675239709358,0.7390990010767892,,0.8190895936050271,0.6488044653869044
**********01,**********05,6,SS0000000023,템퍼링 3호_템퍼1존(3존),0.12751328891859914,0.3030039450833394,0.9030644676373129,0.1827234596640136,,0.5073606365512787,0.0017873885498025377
**********01,**********05,3,SS0000000044,템퍼링 4호_템퍼1존(1존),0.8459506726953349,0.8564745168520811,0.4017271834866367,0.4873694665921461,,0.503958453573561,0.09793083835498106
**********01,**********05,9,SS0000000030,템퍼링 4호_템퍼1존(2존),0.9267875158581166,0.18618661760625477,0.46564799668296764,0.9272919289669449,,0.7063349496273154,0.17930511459517107
**********01,**********05,9,SS0000000026,템퍼링 4호_템퍼1존(3존),0.9943185793827861,0.07390870966002039,0.6074240636887235,0.8258775655086342,,0.41909029146813626,0.21670605559538547
**********01,**********05,3,SS0000000050,템퍼링 4호_템퍼1존(4존),0.6135692448749375,0.6391884854673971,0.8982191681720781,0.053556160528143715,,0.40133122284721656,0.03211535354628792
**********01,**********05,9,SS0000000007,템퍼링 4호_템퍼1존(5존),0.39113819501824765,0.8404709520948476,0.23326839633207996,0.25887898224036887,,0.5698510691780363,0.503463703604129
**********01,**********05,6,SS0000000050,템퍼링 4호_템퍼1존(6존),0.9017481674018759,0.2532498077816445,0.2598140298176541,0.17253451948864174,,0.5823248685936477,0.7892127654747141
